ABQ,DFW,01:42:00,07:10:00,08:52:00,1,230.21,11:30:00,13:12:00,2,265.63,15:50:00,17:32:00,3,283.33
ABQ,DTW,03:21:00,07:10:00,10:31:00,4,453.65,11:30:00,14:51:00,5,523.44,15:50:00,19:11:00,6,558.33
ABQ,LGA,04:32:00,08:15:00,12:47:00,7,613.89,14:45:00,19:17:00,8,708.33,,,,
ABQ,LAX,02:04:00,07:10:00,09:14:00,9,279.86,11:30:00,13:34:00,10,322.92,15:50:00,17:54:00,11,344.44
ABQ,MIA,04:13:00,07:10:00,11:23:00,12,571.01,11:30:00,15:43:00,13,658.85,15:50:00,20:03:00,14,702.78
ABQ,ATL,03:09:00,07:10:00,10:19:00,15,426.56,11:30:00,14:39:00,16,492.19,15:50:00,18:59:00,17,525.00
ABQ,ORD,02:47:00,07:10:00,09:57:00,18,376.91,11:30:00,14:17:00,19,434.90,15:50:00,18:37:00,20,463.89
ABQ,SEA,02:56:00,07:10:00,10:06:00,21,397.22,11:30:00,14:26:00,22,458.33,15:50:00,18:46:00,23,488.89
ABQ,DEN,01:27:00,07:10:00,08:37:00,24,196.35,11:30:00,12:57:00,25,226.56,15:50:00,17:17:00,26,241.67
DEN,DFW,02:02:00,07:10:00,09:12:00,27,275.35,11:30:00,13:32:00,28,317.71,15:50:00,17:52:00,29,338.89
DEN,DTW,02:53:00,07:10:00,10:03:00,30,390.45,11:30:00,14:23:00,31,450.52,15:50:00,18:43:00,32,480.56
DEN,LGA,04:02:00,07:10:00,11:12:00,33,546.18,11:30:00,15:32:00,34,630.21,15:50:00,19:52:00,35,672.22
DEN,LAX,02:12:00,07:10:00,09:22:00,36,297.92,11:30:00,13:42:00,37,343.75,15:50:00,18:02:00,38,366.67
DEN,MIA,04:18:00,07:10:00,11:28:00,39,582.29,11:30:00,15:48:00,40,671.88,15:50:00,20:08:00,41,716.67
DEN,ATL,02:59:00,07:10:00,10:09:00,42,403.99,11:30:00,14:29:00,43,466.15,15:50:00,18:49:00,44,497.22
DEN,ORD,02:19:00,07:10:00,09:29:00,45,313.72,11:30:00,13:49:00,46,361.98,15:50:00,18:09:00,47,386.11
DEN,SEA,02:33:00,07:10:00,09:43:00,48,345.31,11:30:00,14:03:00,49,398.44,15:50:00,18:23:00,50,425.00
SEA,DFW,04:08:00,07:10:00,11:18:00,51,559.72,11:30:00,15:38:00,52,645.83,15:50:00,19:58:00,53,688.89
SEA,DTW,04:48:00,08:15:00,13:03:00,54,650.00,14:45:00,19:33:00,55,750.00,,,,
SEA,LGA,06:01:00,08:15:00,14:16:00,56,814.76,14:45:00,20:46:00,57,940.10,,,,
SEA,LAX,02:26:00,07:10:00,09:36:00,58,329.51,11:30:00,13:56:00,59,380.21,15:50:00,18:16:00,60,405.56
SEA,MIA,05:20:00,08:15:00,13:35:00,61,722.22,14:45:00,20:05:00,62,833.33,,,,
SEA,ATL,05:26:00,08:15:00,13:41:00,63,735.76,14:45:00,20:11:00,64,848.96,,,,
SEA,ORD,04:17:00,07:10:00,11:27:00,65,580.03,11:30:00,15:47:00,66,669.27,15:50:00,20:07:00,67,713.89
ORD,DFW,02:03:00,07:10:00,09:13:00,68,277.60,11:30:00,13:33:00,69,320.31,15:50:00,17:53:00,70,341.67
ORD,DTW,00:58:00,07:10:00,08:08:00,71,130.90,11:30:00,12:28:00,72,151.04,15:50:00,16:48:00,73,161.11
ORD,LGA,02:15:00,07:10:00,09:25:00,74,304.69,11:30:00,13:45:00,75,351.56,15:50:00,18:05:00,76,375.00
ORD,LAX,04:21:00,07:10:00,11:31:00,77,589.06,11:30:00,15:51:00,78,679.69,15:50:00,20:11:00,79,725.00
ORD,MIA,03:00:00,07:10:00,10:10:00,80,406.25,11:30:00,14:30:00,81,468.75,15:50:00,18:50:00,82,500.00
ORD,ATL,01:51:00,07:10:00,09:01:00,83,250.52,11:30:00,13:21:00,84,289.06,15:50:00,17:41:00,85,308.33
ATL,DFW,02:14:00,07:10:00,09:24:00,86,302.43,11:30:00,13:44:00,87,348.96,15:50:00,18:04:00,88,372.22
ATL,DTW,01:50:00,07:10:00,09:00:00,89,248.26,11:30:00,13:20:00,90,286.46,15:50:00,17:40:00,91,305.56
ATL,LGA,02:16:00,07:10:00,09:26:00,92,306.94,11:30:00,13:46:00,93,354.17,15:50:00,18:06:00,94,377.78
ATL,LAX,04:51:00,08:15:00,13:06:00,95,656.77,14:45:00,19:36:00,96,757.81,,,,
ATL,MIA,01:50:00,07:10:00,09:00:00,97,248.26,11:30:00,13:20:00,98,286.46,15:50:00,17:40:00,99,305.56
MIA,DFW,02:46:00,07:10:00,09:56:00,100,374.65,11:30:00,14:16:00,101,432.29,15:50:00,18:36:00,102,461.11
MIA,DTW,02:52:00,07:10:00,10:02:00,103,388.19,11:30:00,14:22:00,104,447.92,15:50:00,18:42:00,105,477.78
MIA,LGA,02:44:00,07:10:00,09:54:00,106,370.14,11:30:00,14:14:00,107,427.08,15:50:00,18:34:00,108,455.56
MIA,LAX,05:51:00,08:15:00,14:06:00,109,792.19,14:45:00,20:36:00,110,914.06,,,,
LAX,DFW,03:07:00,07:10:00,10:17:00,111,422.05,11:30:00,14:37:00,112,486.98,15:50:00,18:57:00,113,519.44
LAX,DTW,04:56:00,08:15:00,13:11:00,114,668.06,14:45:00,19:41:00,115,770.83,,,,
LAX,LGA,06:09:00,08:15:00,14:24:00,116,832.81,14:45:00,20:54:00,117,960.94,,,,
LGA,DFW,03:26:00,07:10:00,10:36:00,118,464.93,11:30:00,14:56:00,119,536.46,15:50:00,19:16:00,120,572.22
LGA,DTW,01:32:00,07:10:00,08:42:00,121,207.64,11:30:00,13:02:00,122,239.58,15:50:00,17:22:00,123,255.56
DTW,DFW,02:30:00,07:10:00,09:40:00,124,338.54,11:30:00,14:00:00,125,390.63,15:50:00,18:20:00,126,416.67
JFK,ABQ,04:33:00,08:15:00,12:48:00,127,616.15,14:45:00,19:18:00,128,710.94,,,,
JFK,LAX,06:10:00,08:15:00,14:25:00,129,835.07,14:45:00,20:55:00,130,963.54,,,,
JFK,DTW,01:33:00,07:10:00,08:43:00,131,209.90,11:30:00,13:03:00,132,242.19,15:50:00,17:23:00,133,258.33
JFK,DFW,03:26:00,07:10:00,10:36:00,134,464.93,11:30:00,14:56:00,135,536.46,15:50:00,19:16:00,136,572.22
JFK,DEN,04:03:00,07:10:00,11:13:00,137,548.44,11:30:00,15:33:00,138,632.81,15:50:00,19:53:00,139,675.00
JFK,ATL,02:16:00,07:10:00,09:26:00,140,306.94,11:30:00,13:46:00,141,354.17,15:50:00,18:06:00,142,377.78
JFK,MIA,02:43:00,07:10:00,09:53:00,143,367.88,11:30:00,14:13:00,144,424.48,15:50:00,18:33:00,145,452.78
JFK,SEA,06:02:00,08:15:00,14:17:00,146,817.01,14:45:00,20:47:00,147,942.71,,,,
JFK,ORD,03:15:00,07:10:00,10:25:00,148,440.10,11:30:00,14:45:00,149,507.81,15:50:00,19:05:00,150,541.67
JFK,MDW,02:14:00,07:10:00,09:24:00,151,302.43,11:30:00,13:44:00,152,348.96,15:50:00,18:04:00,153,372.22
MDW,ABQ,02:47:00,07:10:00,09:57:00,154,376.91,11:30:00,14:17:00,155,434.90,15:50:00,18:37:00,156,463.89
MDW,LGA,02:13:00,07:10:00,09:23:00,157,300.17,11:30:00,13:43:00,158,346.35,15:50:00,18:03:00,159,369.44
MDW,LAX,04:22:00,07:10:00,11:32:00,160,591.32,11:30:00,15:52:00,161,682.29,15:50:00,20:12:00,162,727.78
MDW,DTW,00:57:00,07:10:00,08:07:00,163,128.65,11:30:00,12:27:00,164,148.44,15:50:00,16:47:00,165,158.33
MDW,DFW,02:22:00,07:10:00,09:32:00,166,320.49,11:30:00,13:52:00,167,369.79,15:50:00,18:12:00,168,394.44
MDW,DEN,02:17:00,07:10:00,09:27:00,169,309.20,11:30:00,13:47:00,170,356.77,15:50:00,18:07:00,171,380.56
MDW,ATL,01:49:00,07:10:00,08:59:00,172,246.01,11:30:00,13:19:00,173,283.85,15:50:00,17:39:00,174,302.78
MDW,MIA,02:57:00,07:10:00,10:07:00,175,399.48,11:30:00,14:27:00,176,460.94,15:50:00,18:47:00,177,491.67
MDW,SEA,04:19:00,07:10:00,11:29:00,178,584.55,11:30:00,15:49:00,179,674.48,15:50:00,20:09:00,180,719.44
DFW,ABQ,01:42:00,07:10:00,08:52:00,181,230.21,11:30:00,13:12:00,182,265.63,15:50:00,17:32:00,183,283.33
DTW,ABQ,03:21:00,07:10:00,10:31:00,184,453.65,11:30:00,14:51:00,185,523.44,15:50:00,19:11:00,186,558.33
LGA,ABQ,04:32:00,08:15:00,12:47:00,187,613.89,14:45:00,19:17:00,188,708.33,,,,
LAX,ABQ,02:04:00,07:10:00,09:14:00,189,279.86,11:30:00,13:34:00,190,322.92,15:50:00,17:54:00,191,344.44
MIA,ABQ,04:13:00,07:10:00,11:23:00,192,571.01,11:30:00,15:43:00,193,658.85,15:50:00,20:03:00,194,702.78
ATL,ABQ,03:09:00,07:10:00,10:19:00,195,426.56,11:30:00,14:39:00,196,492.19,15:50:00,18:59:00,197,525.00
ORD,ABQ,02:47:00,07:10:00,09:57:00,198,376.91,11:30:00,14:17:00,199,434.90,15:50:00,18:37:00,200,463.89
SEA,ABQ,02:56:00,07:10:00,10:06:00,201,397.22,11:30:00,14:26:00,202,458.33,15:50:00,18:46:00,203,488.89
DEN,ABQ,01:27:00,07:10:00,08:37:00,204,196.35,11:30:00,12:57:00,205,226.56,15:50:00,17:17:00,206,241.67
DFW,DEN,02:02:00,07:10:00,09:12:00,207,275.35,11:30:00,13:32:00,208,317.71,15:50:00,17:52:00,209,338.89
DTW,DEN,02:53:00,07:10:00,10:03:00,210,390.45,11:30:00,14:23:00,211,450.52,15:50:00,18:43:00,212,480.56
LGA,DEN,04:02:00,07:10:00,11:12:00,213,546.18,11:30:00,15:32:00,214,630.21,15:50:00,19:52:00,215,672.22
LAX,DEN,02:12:00,07:10:00,09:22:00,216,297.92,11:30:00,13:42:00,217,343.75,15:50:00,18:02:00,218,366.67
MIA,DEN,04:18:00,07:10:00,11:28:00,219,582.29,11:30:00,15:48:00,220,671.88,15:50:00,20:08:00,221,716.67
ATL,DEN,02:59:00,07:10:00,10:09:00,222,403.99,11:30:00,14:29:00,223,466.15,15:50:00,18:49:00,224,497.22
ORD,DEN,02:19:00,07:10:00,09:29:00,225,313.72,11:30:00,13:49:00,226,361.98,15:50:00,18:09:00,227,386.11
SEA,DEN,02:33:00,07:10:00,09:43:00,228,345.31,11:30:00,14:03:00,229,398.44,15:50:00,18:23:00,230,425.00
DFW,SEA,04:08:00,07:10:00,11:18:00,231,559.72,11:30:00,15:38:00,232,645.83,15:50:00,19:58:00,233,688.89
