ABQ,DFW,1:42,8:10,10:52,1,177.08,12:30,15:12,2,212.50,16:50,19:32,3,247.92
ABQ,DTW,3:21,9:15,14:36,4,348.96,15:45,21:06,5,418.75,,,,
ABQ,LGA,4:32,12:30,19:02,6,472.22,,,,,,,,
ABQ,LAX,2:04,8:10,9:14,7,215.28,12:30,13:34,8,258.33,16:50,17:54,9,301.39
ABQ,MIA,4:13,9:15,15:28,10,439.24,15:45,21:58,11,527.08,,,,
ABQ,ATL,3:09,9:15,14:24,12,328.13,15:45,20:54,13,393.75,,,,
ABQ,ORD,2:47,9:15,13:02,14,289.93,15:45,19:32,15,347.92,,,,
ABQ,SEA,2:56,9:15,11:11,16,305.56,15:45,17:41,17,366.67,,,,
ABQ,DEN,1:27,8:10,9:37,18,151.04,12:30,13:57,19,181.25,16:50,18:17,20,211.46
DEN,DFW,2:02,8:10,11:12,21,211.81,12:30,15:32,22,254.17,16:50,19:52,23,296.53
DEN,DTW,2:53,9:15,14:08,24,300.35,15:45,20:38,25,360.42,,,,
DEN,LGA,4:02,9:15,15:17,26,420.14,15:45,21:47,27,504.17,,,,
DEN,LAX,2:12,8:10,9:22,28,229.17,12:30,13:42,29,275.00,16:50,18:02,30,320.83
DEN,MIA,4:18,9:15,15:33,31,447.92,15:45,22:03,32,537.50,,,,
DEN,ATL,2:59,9:15,14:14,33,310.76,15:45,20:44,34,372.92,,,,
DEN,ORD,2:19,8:10,11:29,35,241.32,12:30,15:49,36,289.58,16:50,20:09,37,337.85
DEN,SEA,2:33,9:15,10:48,38,265.63,15:45,17:18,39,318.75,,,,
SEA,DFW,4:08,8:15,13:23,40,430.56,14:45,19:53,41,516.67,,,,
SEA,DTW,4:48,11:30,18:18,42,500.00,,,,,,,,
SEA,LGA,6:01,11:30,19:31,43,626.74,,,,,,,,
SEA,LAX,2:26,7:10,8:36,44,253.47,11:30,12:56,45,304.17,15:50,17:16,46,354.86
SEA,MIA,5:20,11:30,18:50,47,555.56,,,,,,,,
SEA,ATL,5:26,11:30,18:56,48,565.97,,,,,,,,
SEA,ORD,4:17,8:15,13:32,49,446.18,14:45,20:02,50,535.42,,,,
ORD,DFW,2:03,9:10,12:13,51,213.54,13:30,16:33,52,256.25,17:50,20:53,53,298.96
ORD,DTW,0:58,9:10,12:08,54,100.69,13:30,16:28,55,120.83,17:50,20:48,56,140.97
ORD,LGA,2:15,9:10,13:25,57,234.38,13:30,17:45,58,281.25,17:50,22:05,59,328.13
ORD,LAX,4:21,10:15,13:36,60,453.13,16:45,20:06,61,543.75,,,,
ORD,MIA,3:00,10:15,15:15,62,312.50,16:45,21:45,63,375.00,,,,
ORD,ATL,1:51,9:10,13:01,64,192.71,13:30,17:21,65,231.25,17:50,21:41,66,269.79
ATL,DFW,2:14,10:10,13:24,67,232.64,14:30,17:44,68,279.17,18:50,22:04,69,325.69
ATL,DTW,1:50,10:10,14:00,70,190.97,14:30,18:20,71,229.17,18:50,22:40,72,267.36
ATL,LGA,2:16,10:10,14:26,73,236.11,14:30,18:46,74,283.33,18:50,23:06,75,330.56
ATL,LAX,4:51,14:30,18:21,76,505.21,,,,,,,,
ATL,MIA,1:50,10:10,14:00,77,190.97,14:30,18:20,78,229.17,18:50,22:40,79,267.36
MIA,DFW,2:46,11:15,15:01,80,288.19,17:45,21:31,81,345.83,,,,
MIA,DTW,2:52,11:15,16:07,82,298.61,17:45,22:37,83,358.33,,,,
MIA,LGA,2:44,11:15,15:59,84,284.72,17:45,22:29,85,341.67,,,,
MIA,LAX,5:51,14:30,19:21,86,609.38,,,,,,,,
LAX,DFW,3:07,8:15,12:22,87,324.65,14:45,18:52,88,389.58,,,,
LAX,DTW,4:56,11:30,18:26,89,513.89,,,,,,,,
LAX,LGA,6:09,11:30,19:39,90,640.63,,,,,,,,
